Názov obce,GPS,Názov obce (google maps),Okres,GPS,Okres (google maps),Čas autom,Čas autom (sekundy),Vzdialenosť autom,Vzdialenosť autom (metre)
Ivanovce,"[48.83031708, 17.89657466]","Ivanovce 220, 913 05 Ivanovce, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",18 mins,1091,15.7 km,15689
Kostolná-Záriečie,"[48.87805421, 17.97054057]","1225, 913 04 Kostolná - Záriečie, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",12 mins,739,8.5 km,8530
Krivosúd-Bodovka,"[48.81086994, 17.94441975]","Krivosúd - Bodovka 53, 913 11 Krivosúd - Bodovka, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",21 mins,1282,16.2 km,16222
Mníchova Lehota,"[48.82483918, 18.06939423]","E572, 913 21 Mníchova Lehota, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",13 mins,762,11.2 km,11152
Motešice,"[48.84326847, 18.17867674]","1895, 913 26 Motešice, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",26 mins,1540,21.1 km,21062
Nemšová,"[48.97683983, 18.07727307]","Závadská 95, 914 41 Nemšová, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",24 mins,1459,18.7 km,18663
Neporadza,"[48.8295498, 18.14715663]","Unnamed Road, 913 26 Neporadza, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",27 mins,1603,22.2 km,22237
Omšenie,"[48.89616474, 18.22105417]","914 43 Omšenie, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",22 mins,1337,17.3 km,17324
Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",1 min,0,1 m,0
Brvnište,"[49.21381667, 18.42570359]","Brvnište 119, 018 12 Brvnište, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",17 mins,1049,14.6 km,14609
Dolná Mariková,"[49.21687816, 18.34652261]","Kohútovci 571, 018 02 Dolná Mariková-Kohútovci, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",23 mins,1391,17.2 km,17192
Domaniža,"[49.03693222, 18.55186453]","1947, 018 16 Domaniža, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",18 mins,1097,14.6 km,14623
Horná Mariková,"[49.2630624, 18.29949609]","Udička 750, 018 03 Horná Mariková, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",29 mins,1739,23.0 km,23046
Jasenica,"[49.17864375, 18.44687261]","Jasenica 86, 018 17 Jasenica, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",13 mins,779,10.6 km,10552
Kostolec,"[49.13004549, 18.53617002]","Kostolec 51, 017 05 Kostolec, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",16 mins,988,9.8 km,9841
Papradno,"[49.26949754, 18.37476351]","Unnamed Road, 018 13 Papradno, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",36 mins,2135,26.3 km,26323
Plevník-Drienové,"[49.15929714, 18.51362672]","018 26 Plevník-Drienové, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",12 mins,720,9.4 km,9399
Prečín,"[49.08751819, 18.52886472]","1987, 018 15 Prečín, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",12 mins,720,8.7 km,8655
Pružina,"[48.99779076, 18.47459591]","Unnamed Road, 018 22 Pružina, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",27 mins,1638,21.7 km,21675
Stupné,"[49.19593906, 18.43791167]","1978, 018 12 Stupné, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",14 mins,860,12.3 km,12339
Udiča,"[49.17107393, 18.39756578]","Udiča 271, 018 01 Udiča, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",13 mins,806,9.3 km,9289
Vrchteplá,"[49.13300502, 18.56170014]","Vrchteplá 104, 017 05 Vrchteplá, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",20 mins,1224,12.4 km,12376
Záskalie,"[49.13747107, 18.5179201]","1967, 017 05 Záskalie, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",12 mins,704,7.5 km,7511
Sverepec,"[49.08259749, 18.40522006]","Sverepec 242, 017 01 Sverepec, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",10 mins,607,7.1 km,7056
Dolný Lieskov,"[49.03161845, 18.42724095]","Unnamed Road, 018 22 Dolný Lieskov, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",20 mins,1188,15.3 km,15284
Slopná,"[49.04220298, 18.40411864]","018 21 Slopná, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",18 mins,1068,13.0 km,12952
Hatné,"[49.19740859, 18.38163142]","018 02 Hatné, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",17 mins,1025,12.7 km,12739
Klieština,"[49.184008, 18.34594506]","018 02 Klieština, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",20 mins,1220,14.9 km,14868
Čelkova Lehota,"[49.01115023, 18.52315525]","Unnamed Road, 018 16 Čelkova Lehota, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",27 mins,1599,19.3 km,19268
Malé Lednice,"[49.06210241, 18.57793901]","Unnamed Road, 018 16 Malé Lednice, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",32 mins,1919,21.3 km,21303
Sádočné,"[49.00910508, 18.54410741]","Unnamed Road, 018 16 Sádočné, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",32 mins,1926,19.4 km,19377
Ďurďové,"[49.03298414, 18.50098128]","Ďurďové 17, 018 22 Ďurďové, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",25 mins,1480,20.1 km,20096
Bodiná,"[49.11155063, 18.56577165]","Bodiná 82, 018 15 Bodiná, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",18 mins,1082,12.9 km,12889
Počarová,"[49.06653218, 18.5129755]","Počarová 52, 018 15 Počarová, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",16 mins,963,11.2 km,11219
Horný Lieskov,"[49.06587625, 18.42709522]","Horný Lieskov 65, 018 21 Horný Lieskov, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",18 mins,1106,10.6 km,10648
Podskalie,"[49.04888065, 18.46769771]","Unnamed Road, 018 22 Podskalie, Slovakia",Považská Bystrica,"[49.11799008, 18.45679512]","Moyzesova 879/78, 017 01 Považská Bystrica, Slovakia",22 mins,1319,16.7 km,16693
Opatovce,"[48.86338565, 17.9749992]","Opatovce 53, 913 11 Opatovce, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",19 mins,1127,12.4 km,12439
Selec,"[48.77720604, 18.00031937]","Selec, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",25 mins,1505,18.4 km,18385
Soblahov,"[48.85970975, 18.09361705]","913 38 Soblahov, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",15 mins,873,9.5 km,9473
Svinná,"[48.78782782, 18.16062845]","1860, 913 24 Svinná, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",21 mins,1258,20.1 km,20071
Štvrtok,"[48.81731826, 17.88164294]","Štvrtok 137, 913 05 Štvrtok, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",19 mins,1123,17.9 km,17943
Trenčianska Teplá,"[48.92956786, 18.11825685]","914 01 Trenčianska Teplá, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",10 mins,606,7.6 km,7573
Trenčianska Turná,"[48.82899803, 18.02966434]","Unnamed Road, 913 21 Trenčianska Turná, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",25 mins,1529,10.6 km,10641
Trenčianske Jastrabie,"[48.79480146, 18.08799527]","Unnamed Road, 913 22 Trenčianske Jastrabie, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",22 mins,1334,16.4 km,16450
Trenčianske Mitice,"[48.81971956, 18.11711759]","1862, 913 22 Trenčianske Mitice-Zemianske Mitice, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",19 mins,1119,17.0 km,16978
Trenčianske Teplice,"[48.90698821, 18.16127703]","Červené kopanice 20, 914 51 Trenčianske Teplice, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",19 mins,1161,13.6 km,13570
Veľká Hradná,"[48.7769003, 18.11634175]","Unnamed Road, 913 24 Veľká Hradná, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",24 mins,1420,19.7 km,19719
Veľké Bierovce,"[48.85201211, 17.97569664]","913 11 Veľké Bierovce, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",14 mins,844,11.2 km,11220
Melčice-Lieskové,"[48.85998109, 17.88883858]","Unnamed Road, 913 05 Melčice - Lieskové, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",23 mins,1350,17.2 km,17248
Trenčianske Stankovce,"[48.81995366, 17.99136492]","1877, 913 11 Trenčianske Stankovce, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",16 mins,980,12.8 km,12804
Skalka nad Váhom,"[48.93371511, 18.07091191]","Skalka nad Váhom 25, 913 31 Skalka nad Váhom, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",19 mins,1150,12.2 km,12227
Zamarovce,"[48.91138492, 18.05308611]","Alexandra Lišku 24, 911 05 Zamarovce, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",12 mins,747,6.6 km,6590
Petrova Lehota,"[48.87335493, 18.17404693]","Petrova Lehota 36, 913 26 Petrova Lehota, Slovakia",Trenčín,"[48.89630878, 18.04723436]","Gen. M. R. Štefánika 3, 911 01 Trenčín, Slovakia",28 mins,1709,22.5 km,22503
Beckov,"[48.78583979, 17.90912526]","Beckov 115, 916 38 Beckov, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",16 mins,951,10.6 km,10598
Bošáca,"[48.82179521, 17.83177375]","1221, 913 07 Bošáca, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",13 mins,775,9.6 km,9637
Brunovce,"[48.67875338, 17.85038326]","61, 916 25 Brunovce, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",13 mins,782,10.0 km,9992
Bzince pod Javorinou,"[48.80599989, 17.75027628]","1240, 916 11 Bzince pod Javorinou, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",13 mins,793,11.4 km,11444
Čachtice,"[48.71429078, 17.78725209]","Teplica 936, 916 21 Čachtice, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",8 mins,506,6.3 km,6325
Častkovce,"[48.68720995, 17.77143841]","Unnamed Road, 916 27 Častkovce, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",15 mins,886,10.6 km,10579
Dolné Srnie,"[48.79532937, 17.81834936]","Dolné Srnie 347, 916 41 Dolné Srnie, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",10 mins,594,6.5 km,6451
Hôrka nad Váhom,"[48.71254278, 17.94062617]","Unnamed Road, 916 32 Hôrka nad Váhom, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",24 mins,1440,15.2 km,15247
Horná Streda,"[48.65633691, 17.84858984]","Partizánska 405, 916 24 Horná Streda, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",19 mins,1122,14.1 km,14111
Hrádok,"[48.69218056, 17.93250851]","1235, 916 33 Hrádok, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",22 mins,1318,22.6 km,22629
Hrachovište,"[48.71261842, 17.72363097]","1229, 916 16 Hrachovište, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",20 mins,1190,14.8 km,14782
Kálnica,"[48.74944109, 17.95813892]","Unnamed Road, 916 37 Kálnica, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",20 mins,1222,12.8 km,12766
Kočovce,"[48.74831028, 17.88894888]","507, 916 31 Kočovce, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",11 mins,646,7.7 km,7740
Lubina,"[48.81566154, 17.70670625]","1242, 916 12 Lubina, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",16 mins,942,14.2 km,14244
Lúka,"[48.66838628, 17.90577396]","Unnamed Road, 916 33 Lúka, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",24 mins,1454,20.1 km,20101
Modrová,"[48.63667331, 17.91478202]","1232, 916 35 Stará Lehota, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",20 mins,1220,21.9 km,21873
Modrovka,"[48.6456444, 17.87770069]","916 35 Modrovka, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",19 mins,1110,19.7 km,19726
Moravské Lieskové,"[48.84277612, 17.76965862]","Unnamed Road, 916 42 Moravské Lieskové, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",15 mins,890,12.7 km,12676
Nová Bošáca,"[48.895886, 17.79675799]","Nová Bošáca, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",29 mins,1740,21.1 km,21064
Nová Lehota,"[48.65046531, 17.99167609]","1232, 916 35 Nová Lehota, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",31 mins,1851,30.4 km,30376
Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",1 min,0,1 m,0
Očkov,"[48.65472126, 17.75543814]","504, 916 22 Očkov, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",16 mins,951,13.5 km,13461
Pobedim,"[48.65356138, 17.8078967]","Pobedim 336, 916 23 Pobedim, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",19 mins,1142,15.5 km,15465
Podolie,"[48.67213276, 17.76174061]","504, 916 22 Podolie, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",14 mins,844,11.5 km,11455
Potvorice,"[48.69017396, 17.85310074]","Potvorice 21, 916 25 Potvorice, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",13 mins,803,9.4 km,9396
Považany,"[48.70927134, 17.84882748]","Považany 134, 916 26 Považany, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",11 mins,650,6.8 km,6848
Stará Lehota,"[48.64190988, 17.95742886]","Stará Lehota 138, 916 35 Stará Lehota, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",32 mins,1902,28.5 km,28489
Stará Turá,"[48.8019929, 17.66086051]","1237, 916 01 Stará Turá-Topolecká, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",19 mins,1128,16.8 km,16785
Trenčianske Bohuslavice,"[48.79650589, 17.85957744]","1223, 913 07 Trenčianske Bohuslavice, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",9 mins,559,7.4 km,7392
Vaďovce,"[48.7481363, 17.72687988]","Unnamed Road, 916 13 Vaďovce, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",19 mins,1152,17.8 km,17768
Višňové,"[48.73509718, 17.7533955]","1229, 916 16 Višňové, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",13 mins,775,10.1 km,10066
Haluzice,"[48.83495196, 17.86400046]","Unnamed Road, 913 05 Ivanovce, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",18 mins,1091,13.6 km,13628
Zemianske Podhradie,"[48.85234636, 17.81910142]","1223, 913 07 Zemianske Podhradie, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",18 mins,1082,14.9 km,14874
Nová Ves nad Váhom,"[48.72885928, 17.90042009]","Unnamed Road, 916 31 Nová Ves nad Váhom, Slovakia",Nové Mesto nad Váhom,"[48.75591354, 17.82260117]","Poľovnícka 10-11, 915 01 Nové Mesto nad Váhom, Slovakia",16 mins,986,10.8 km,10788
Držkovce,"[48.54437403, 20.23727999]","Držkovce 61, 982 62 Držkovce, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",38 mins,2289,31.2 km,31243
Gemer,"[48.45493694, 20.3281491]","Unnamed Road, 982 01 Gemer, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",46 mins,2788,44.3 km,44336
Gemerská Ves,"[48.48255816, 20.27693375]","Hrkáč 174, 982 62 Gemerská Ves, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",36 mins,2144,32.8 km,32767
Hrlica,"[48.62949197, 20.04768496]","Hrlica 1, 982 66 Hrlica, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",46 mins,2763,34.6 km,34588
Chvalová,"[48.51279551, 20.16308476]","Unnamed Road, 982 62 Chvalová, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",45 mins,2724,41.2 km,41239
Levkuška,"[48.45611232, 20.26616806]","Levkuška 56, 982 62 Levkuška, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",39 mins,2333,35.6 km,35583
Otročok,"[48.44731857, 20.26798743]","982 62 Otročok, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",39 mins,2367,36.5 km,36500
Ploské,"[48.61126207, 20.0605355]","Unnamed Road, 982 65 Ploské, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",45 mins,2716,32.6 km,32576
Polina,"[48.49179325, 20.22426226]","Unnamed Road, 982 62 Polina, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",43 mins,2574,38.0 km,37954
Rašice,"[48.46492751, 20.2323284]","Unnamed Road, 982 62 Rašice, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",43 mins,2584,38.7 km,38665
Ratková,"[48.59858727, 20.08930376]","526, 982 65 Ratková, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",40 mins,2380,30.5 km,30536
Ratkovské Bystré,"[48.66420341, 20.03758079]","Unnamed Road, 982 66 Ratkovské Bystré, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",46 mins,2764,27.7 km,27667
Rybník,"[48.54380598, 20.12363756]","2753, 982 65 Španie Pole, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",50 mins,3024,38.1 km,38132
Skerešovo,"[48.50867261, 20.20281643]","Unnamed Road, 982 62 Skerešovo, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",44 mins,2620,39.1 km,39097
Leváre,"[48.51041028, 20.26147714]","2835, 982 62 Leváre, Slovakia",Revúca,"[48.69877824, 20.11286676]","M. Bodického 1510/7, 050 01 Revúca, Slovakia",37 mins,2232,34.8 km,34845
